 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Parts List              2502/2502  Selected Parts             26-January-2015 11:22
                                                           INCH units

Part             X         Y     Rot  Grid  T/B  'Device', 'Outline'
R0318         2.9517    5.5044   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0319         2.9847    5.3864  270.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0320         2.8277    5.3883   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0322         2.5597    5.5664  180.0  C3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0323         2.1027    5.2723    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0324         2.1027    5.3223    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0325         1.9827    5.7673   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0332         3.0597    5.3863   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0333         3.0967    5.3863   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0334         2.5597    5.4864    0.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0335         2.5127    5.2823  180.0  C3   (T)  'NBS_R0402_H14_000S', 'NBS_R0402_H14_000S'
R0336         2.5127    5.1964    0.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0337         2.6827    5.2414    0.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0338         2.5597    5.5264  180.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0340         2.6827    5.2814  180.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0341         2.6727    5.4223  270.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0342         2.7127    5.4223   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0343         2.6327    5.4223   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0344         2.7897    7.3114   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0346         2.8297    7.3114   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0347         2.7527    5.4223  270.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0348         2.6827    5.2023    0.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0349         2.6227    5.1073  270.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0350         3.1347    5.3863   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0351         2.6627    5.1073  270.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0358         2.9877    5.2664   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0366         2.9227    7.3103   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0367         2.8737    7.3093   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0368         3.0057    7.4203   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0369         2.9637    7.4223   90.0  C2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R0370         3.5002    7.6673  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0371         2.7317    6.9423  270.0  C3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0377         2.5127    5.2423  180.0  C4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0390         3.1757    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0401         1.9427    5.6773   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0402         2.0227    5.6773   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0403         1.9827    5.6773   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0433         1.9127    5.4773  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0467         1.9527    5.4773  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0498         1.9927    5.4773   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0501         2.7107    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0502         2.7477    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0503         3.0637    5.5044   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0504         2.7887    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0505         3.1027    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0506         3.1387    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0507         3.2177    6.6173    0.0  C3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0508         3.2177    6.6573    0.0  C3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0509         3.0237    5.5043   90.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0510         3.6107    5.7643  180.0  C3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0602         3.5977    5.8053    0.0  C3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R0605         3.6277    5.6403    0.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0606         3.6277    5.7203  180.0  C3   (T)  'NBS_R0402_H14_000S', 'NBS_R0402_H14_000S'
R0611         3.6277    5.6803    0.0  C3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0612         3.0652    7.5323   90.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0613         3.0282    7.5323  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0614         3.1077    7.5223   90.0  C2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R0615         3.1477    7.4523  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R0616         3.1227    7.3873  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1301        -0.0552    8.2115   90.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1302        -0.0912    8.2115   90.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1303        -0.4213    8.2123  270.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1304        -0.4051    8.1973    0.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R1305        -0.1183    8.3543   90.0  A2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R1401        -0.2983    5.6813   90.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1402        -0.3353    6.2983    0.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1403        -0.3353    6.3343    0.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1404        -0.2463    6.9463  180.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1501        -0.3203    6.9443    0.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1502        -0.2493    7.5820  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1503        -0.3283    7.5833    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1504        -0.1293    8.2153  270.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1827        -0.0123    5.5123    0.0  A3   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R1829         3.0487    7.3043   90.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1830         1.6077    5.4323    0.0  B3   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R1831         1.6277    5.4963    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1832         1.9077    5.7673  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1834         1.8627    5.7573   90.0  B3   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R1902        -0.1923    5.5793   90.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1903        -0.1223    5.4023   90.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1904        -0.1523    5.5793  270.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1905        -0.2523    5.6023  180.0  A3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1906         1.5077    5.3773    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1907         1.4687    5.3233   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1909         1.4477    5.4023   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1910         1.4077    5.4023   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1911         1.8127    5.6123  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1912         1.8427    5.4223  180.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1913         1.8427    5.4623    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1914         1.7127    5.6123  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1916         1.8427    5.5023    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1917         1.7477    5.5023    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1919         1.6837    5.4803  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1920         1.7477    5.4623    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R1921         1.7527    5.3723  180.0  B3   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R2001         1.3127    3.6423  180.0  B4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2002         0.0507    9.8283   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2003        -0.0123    9.8713  270.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2004        -0.0483    9.8713   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2006        -0.1603    9.8733   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2007        -0.1223    9.7053   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2008         0.5117   10.0453   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2012        -0.2673    9.1913    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2013        -0.3683    9.2203  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2014        -0.2673    9.1513    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2015        -0.3683    9.1823  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2016        -0.2663    9.2283    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2017        -0.3683    9.2563  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2018        -0.0683    9.8083  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2020        -0.3623    9.1673  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2030        -0.2653    8.9543    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2031        -0.2653    8.9913    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2043         0.5487   10.0193   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2044        -0.2653    9.0273    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2077        -0.2653    8.9183  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2078        -0.1483    8.9543    0.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2079        -0.2523    8.9263  180.0  A2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
R2080         0.0417    9.5043  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2101         0.4377    8.7973   90.0  A2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
R2102         0.3977    8.7973   90.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2104        -0.2653    9.3823    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2106         0.8597    9.0643   90.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R2107         0.9117    9.1003  270.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2108         0.8802    8.6373  270.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2109         0.8707    9.6543    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2110         0.8727    9.6903    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2111         0.8717    9.6183    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2122         0.9577    9.6023  180.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2123         0.4397    8.9003  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2125         0.4407    8.9373  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2126         0.4227    9.5673   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2127         0.4602    9.6023   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2128         0.0277    8.8183  270.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2129         0.0647    8.8183  270.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2130         0.4537    9.0513  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2131         0.4537    9.0153  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2132        -0.4573    9.1873  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2134        -0.4573    9.1473  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2135         0.3847    9.4983   90.0  A1   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R2136        -0.3523    9.3503    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2203        -0.0843    9.8713   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2204        -0.0753    9.9733  270.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2205        -0.3563    8.9813  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2206        -0.1583    9.7053   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2208        -0.2653    9.7743    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2209        -0.4363    9.4643    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2210        -0.4673    9.0353  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2211        -0.2653    9.7383    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2212        -0.4673    9.0713    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2213        -0.2683    9.6213    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2214        -0.0143   10.1173   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2215        -0.0983   10.0703    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2216        -0.3673    9.6823    0.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2217        -0.0983   10.1103  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2218        -0.2973    9.6803  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2219        -0.0143   10.0463  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2220        -0.1703   10.1113    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2221         0.2147    8.8603  270.0  A2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
R2222         0.2157    8.9313   90.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2223         0.8527    8.7398   90.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
R2224         0.8597    8.8843   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2225        -0.1943    9.7053   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2226        -0.3523    9.7373  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2227        -0.4363    9.6283    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2228        -0.3673    9.7223  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2229        -0.4723    8.8933    0.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2230         0.1187   10.0973  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2231        -0.2563    9.0063  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2232        -0.2703    9.5813    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2233        -0.2653    9.7023    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2234        -0.3603    8.9003  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2235         0.1687    9.7543  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2236         0.2047    9.7543   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2237        -0.0133    9.7083  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2238        -0.2303    9.7053   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2307         0.8777    9.4943  180.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2308         0.8777    9.4273  180.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2309         0.8777    9.3673  180.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2310         0.8437    9.0283   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2311         0.1697    9.6663   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2312         0.1567    9.5983   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2313         0.1117    9.7193  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2314         0.0977    9.6663   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2315         0.0327    9.9633   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2316        -0.3533    8.8713    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2317        -0.3553    8.9073    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2318        -0.0033    9.9633   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2319        -0.0473    9.0023  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2321        -0.0393    9.9633   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2322         0.4227    9.6973  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2323         0.0537    9.8993  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2324         0.0717    9.8853  270.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2325         0.0827    9.9603  270.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2326        -0.6523    9.3823  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2394        -0.3553    9.4943  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2395        -0.2643    9.4943    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2396        -0.3543    9.4423  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2397        -0.2643    9.4583    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2398        -0.3563    9.3873  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2399        -0.2643    9.3443    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2401        -0.5648    8.8548    0.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2402        -0.5873    8.9983  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2403        -0.3693    9.4603    0.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2404        -0.3563    8.9423  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2405        -0.6023    9.5523  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2406         0.5717    8.8963    0.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2407        -0.3983    8.8303  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2411        -0.4663    8.8543  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2413        -0.5873    8.9623  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2415        -0.4653    8.9803  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2417        -0.4673    9.0193  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2418        -0.5873    9.0353  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2419        -0.5873    9.0713  180.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2506        -0.2623    8.8903  180.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2507        -0.1623    8.9053    0.0  A2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2508        -0.1943    9.7823   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2509        -0.3573    8.9433  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2510         0.2587    9.7643   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2511        -0.6523    9.3123   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2512        -0.2653    8.8823    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2513        -0.3543    9.0513    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2514        -0.6923    9.3123   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2515        -0.4653    8.9573  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2517        -0.4653    9.1663    0.0  A1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
R2518        -0.4663    8.9173  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2519        -0.5533    9.0303    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2520        -0.4573    9.1073  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2521        -0.5533    9.0663    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2523        -0.3553    9.0153    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
