 3.1        Tebo-ICT,  license #willjames
C7322        -3.1547   -0.8735  270.0  A3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C7323        -3.0456   -0.3175   90.0  A3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C7324        -4.2915   -0.3173   90.0  A3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7325        -3.1068   -0.8736  270.0  A3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C7326        -4.3666   -0.2865    0.0  A3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7327        -2.9966   -0.3175   90.0  A3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C7328        -4.2325   -0.0668  270.0  A3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7329        -4.3666   -0.4225  180.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7330        -4.4675   -0.4685   90.0  A3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7331        -4.3665   -0.3863  180.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7334        -4.2592   -0.1673  180.0  A3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7501        -4.3725   -0.5613    0.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7502        -4.3726   -0.4885    0.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7503        -4.3725   -0.5253    0.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7505        -4.3865   -0.6033  180.0  A3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7507        -4.2965   -0.4313  270.0  A3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7508        -4.8426   -0.3085    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7509        -4.8246   -0.3805  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7701        -4.7046   -1.0605  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7702        -5.2146    0.0095  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7703        -4.2846    1.6195  270.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7704        -3.5095    0.2285   90.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7705        -4.2946   -0.8005    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7706        -5.1066    0.0135   90.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7707        -2.7896   -0.0155   90.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CE1603       -2.4066    1.3555  180.0  B2   (T)  'NBS_C7343D_H75_000S', 'NBS_C7343D_H75_000S'
CE2601       -1.1096   -0.1765  180.0  B3   (T)  'NBS_C_12A_000_B', 'NBS_C_12A_000_B'
CE2602       -1.1096   -0.2605  180.0  B3   (T)  'NBS_C_12A_000_B', 'NBS_C_12A_000_B'
CE2603       -1.2646   -0.1765    0.0  B3   (T)  'NBS_C_12A_000_B', 'NBS_C_12A_000_B'
CE2604       -1.7353    0.5224    0.0  B2   (B)  'NBS_C_12A_000', 'NBS_C_12A_000'
CE5202       -1.6946    3.4895  180.0  B1   (T)  'NBS_C3528_H83_000S_B', 'NBS_C3528_H83_000S_B'
CE6601       -4.6470   -3.1809  180.0  A4   (B)  'NBS_C3528_H83_000S', 'NBS_C3528_H83_000S'
CE7201       -3.7435    1.5895   90.0  A2   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
CE7202       -3.5526    1.6035   90.0  A2   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
L3301        -3.1595    3.4745   90.0  A1   (T)  'NBS_CHOKE_2P_000', 'NBS_CHOKE_2P_000'
L3401        -4.4646    3.4095    0.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L3402        -4.3445    3.4095    0.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L3403        -4.2146    3.4095    0.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L3404        -4.1045    3.4095    0.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L3601        -0.4295    3.1645  270.0  B1   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L4601        -3.5246    2.6545  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4602        -3.5246    2.5795  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4603        -3.5246    2.5045  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4604        -3.5246    2.4295  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4605        -3.2896    2.7045  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4606        -3.2896    2.7845  270.0  A1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4607        -3.4996    1.9745    0.0  A2   (T)  'NBS_L0805_H43_000S', 'NBS_L0805_H43_000S'
L4701        -2.8066    3.8245  270.0  A1   (T)  'NBS_L0603_H39_000S_B', 'NBS_L0603_H39_000S_B'
L4702        -2.8066    3.7245   90.0  A1   (T)  'NBS_L0603_H39_000S_B', 'NBS_L0603_H39_000S_B'
L4703        -2.9945    3.6745    0.0  A1   (T)  'NBS_L0603_H39_000S_B', 'NBS_L0603_H39_000S_B'
L4901        -1.9646    3.5420  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4902        -2.1271    3.5445  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4903        -2.0396    3.5420  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L4904        -2.2020    3.5445  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L5201        -1.1145    3.4395  270.0  B1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5202        -1.3146    3.4495  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L5203        -1.3946    3.3695  180.0  B1   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L5302        -0.6926   -2.8005  270.0  B4   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L6601        -3.2794   -3.6655   90.0  A4   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L6602        -3.4194   -3.6805    0.0  A4   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L6603        -3.4944   -3.6805    0.0  A4   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L6801        -0.2796   -3.2105  180.0  B4   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L6802        -0.5056   -3.6505   90.0  B4   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L6803        -0.5065   -3.7255   90.0  B4   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
L7101        -4.0280    0.0246  180.0  A2   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L7501        -4.1845   -0.6415    0.0  A3   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
PL6000       -4.8346    3.4945   90.0  A1   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6001       -4.8845    3.4945   90.0  A1   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6002       -4.9345    3.4945   90.0  A1   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6003       -4.9845    3.4945   90.0  A1   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL8001       -2.0095   -0.6055  270.0  B3   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8100       -1.2146   -1.5505   90.0  B3   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8101       -1.2146   -1.9305  270.0  B3   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8200       -0.9996   -0.6855  270.0  B3   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8301       -4.6445    1.7645   90.0  A2   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8501       -2.9196   -0.9555  270.0  A3   (T)  'NBS_INDUCTOR_2P_008C', 'NBS_INDUCTOR_2P_008C'
PL8502       -2.8495   -0.6205    0.0  A3   (T)  'NBS_INDUCTOR_2P_008C', 'NBS_INDUCTOR_2P_008C'
PL8801       -0.4396   -2.1875   90.0  B3   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
D0601        -3.1546    0.1895  180.0  A2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2101        -1.0446   -0.4905   90.0  B3   (B)  'SOD323', 'SOD323'
D2201        -0.4496   -1.3155   90.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2501        -0.5696    0.0045  180.0  B2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2502        -0.5696    0.1045  180.0  B2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2503        -0.4446    0.3995  270.0  B2   (T)  'SOD323_B', 'SOD323_B'
D2505        -0.3695    0.3995  270.0  B2   (T)  'SOD323_B', 'SOD323_B'
D2801        -0.7346   -0.5355  270.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D3101        -0.3695    0.9895  270.0  B2   (T)  'NBS_SOT23_6P_005_B', 'NBS_SOT23_6P_005_B'
D3201        -3.1496    0.5895  270.0  A2   (T)  'SOD323_B', 'SOD323_B'
D3401        -4.5446    2.8595    0.0  A1   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D3402        -4.3845    2.8595    0.0  A1   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D3601        -1.0296    3.5245   90.0  B1   (T)  'NBS_SOD523_2P_000', 'NBS_SOD523_2P_000'
D4601        -4.6596    2.9245  270.0  A1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D4602        -3.5246    2.7595  270.0  A1   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D4603        -3.5246    2.2445   90.0  A2   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D4701        -3.2195    3.7845  180.0  A1   (B)  'NBS_SOD123_2P_001', 'NBS_SOD123_2P_001'
D4702        -2.9646    3.8045  270.0  A1   (T)  'NBS_SOT23_6P_005_B', 'NBS_SOT23_6P_005_B'
D4703        -3.2045    3.8045   90.0  A1   (T)  'NBS_SOT23_6P_005_B', 'NBS_SOT23_6P_005_B'
D4901        -2.1646    3.4095  180.0  B1   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
D5201        -1.2646    3.4545   90.0  B1   (B)  'NBS_SOT23_6P_005', 'NBS_SOT23_6P_005'
D5301        -0.7096   -2.6605  270.0  B4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D5501        -0.9015    3.1945   90.0  B1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D5502        -0.7196    3.6485  270.0  B1   (B)  'NBS_SOT23_6P_005', 'NBS_SOT23_6P_005'
D5601        -5.1996    3.0595  270.0  A1   (B)  'NBS_DIODE_2P_000', 'NBS_DIODE_2P_000'
D5602        -5.1996    2.9345   90.0  A1   (B)  'NBS_DIODE_2P_000', 'NBS_DIODE_2P_000'
D5802        -0.2246   -1.1855   90.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D5803        -0.2495   -1.0255   90.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D5804        -0.2396   -1.3585  180.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D5850        -0.5770   -3.7980    0.0  B4   (B)  'SOD323', 'SOD323'
D5851        -0.7110   -3.7805   90.0  B4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D6401        -3.1846   -2.2405   90.0  A3   (T)  'NBS_VARISTOR_2P_005', 'NBS_VARISTOR_2P_005'
D6402        -3.2346   -2.2405   90.0  A3   (T)  'NBS_VARISTOR_2P_005', 'NBS_VARISTOR_2P_005'
D6403        -3.3346   -2.2405   90.0  A3   (T)  'NBS_VARISTOR_2P_005', 'NBS_VARISTOR_2P_005'
D6404        -3.3845   -2.2405   90.0  A3   (T)  'NBS_VARISTOR_2P_005', 'NBS_VARISTOR_2P_005'
D6601        -3.4594   -3.8305    0.0  A4   (T)  'NBS_SOT23_6P_005_B', 'NBS_SOT23_6P_005_B'
D7601        -4.9496   -0.6555  270.0  A3   (T)  'SOD323_B', 'SOD323_B'
D7701        -4.7546   -1.1205  180.0  A3   (T)  'SOD323_B', 'SOD323_B'
D7702        -5.0595   -1.2905  180.0  A3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D7703        -4.3895    1.6665   90.0  A2   (B)  'SOD323', 'SOD323'
D7704        -3.3996    0.2255  270.0  A2   (B)  'SOD323', 'SOD323'
D7705        -5.0515    0.1125   90.0  A2   (T)  'SOD323_B', 'SOD323_B'
PD6001       -0.5595   -2.4605  270.0  B4   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
PD8103       -2.3306   -1.6455  270.0  B3   (T)  'NBS_SOT363_6P_000_B', 'NBS_SOT363_6P_000_B'
PD8200       -1.0546   -1.0205   90.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8300       -4.9596    1.4245  270.0  A2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8301       -5.1095    1.4245  270.0  A2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8402       -4.5046    3.0995    0.0  A1   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD8480       -2.2205   -1.5035  180.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8501       -2.1296   -1.4205  270.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8502       -2.1296   -1.2855   90.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8503       -2.1046   -0.8505  270.0  B3   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8801       -0.5535   -1.9545  180.0  B3   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD8802       -0.8796   -1.9875   90.0  B3   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD9002       -0.4746   -3.3555  180.0  B4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PQ8001       -1.3282   -0.7605   90.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8002       -1.5486   -0.5668    0.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8003       -1.7796   -0.5668    0.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8006       -1.5596   -1.3105   90.0  B3   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ8100       -1.4350   -1.5922    0.0  B3   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8101       -1.4738   -1.4410   90.0  B3   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8102       -1.4300   -1.9862    0.0  B3   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8103       -1.4738   -1.8310   90.0  B3   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8301       -4.7503    2.0849  270.0  A2   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8302       -4.5760    2.0808    0.0  A2   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8501       -2.2395   -0.9542  180.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8502       -2.5795   -1.2542  180.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8503       -2.3445   -1.2542  180.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8504       -2.7626   -0.2878    0.0  A3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8506       -2.3432   -0.6255   90.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8507       -2.5305   -0.2878    0.0  B3   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
PQ8801       -4.8841    3.3252  180.0  A1   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8802       -4.9800    2.8438    0.0  A1   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8803       -0.5603   -2.4751  270.0  B4   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
PQ8804       -0.4703   -2.3060  270.0  B4   (B)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8805       -0.4741   -2.1112  180.0  B3   (B)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8810       -0.5846   -1.4905   90.0  B3   (B)  'NBS_SOT666_6P_000', 'NBS_SOT666_6P_000'
PQ9001       -0.4546   -3.2645   90.0  B4   (B)  'NBS_SOT666_6P_000', 'NBS_SOT666_6P_000'
PQ9002       -0.4657   -3.4443   90.0  B4   (B)  'NBS_SOT666_6P_000', 'NBS_SOT666_6P_000'
PQ9100       -1.2046   -0.4155    0.0  B3   (T)  'NBS_DFN_6P_021_B', 'NBS_DFN_6P_021_B'
PQ9106       -0.9686   -2.3145  180.0  B4   (T)  'NBS_DFN_6P_021_B', 'NBS_DFN_6P_021_B'
PQ9107       -0.8945   -0.2405   90.0  B3   (B)  'NBS_SOT363_6P_000', 'NBS_SOT363_6P_000'
PQ9108       -0.7346   -0.6855    0.0  B3   (T)  'NBS_SOT23_3P_001_B', 'NBS_SOT23_3P_001_B'
PQ9109       -0.7096   -0.8855  180.0  B3   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9110       -0.8945   -0.4405   90.0  B3   (B)  'NBS_SOT363_6P_000', 'NBS_SOT363_6P_000'
PQ9111       -0.8945   -0.3405   90.0  B3   (B)  'NBS_SOT363_6P_000', 'NBS_SOT363_6P_000'
PQ9115       -0.2196   -1.3665   90.0  B3   (B)  'NBS_SOT666_6P_000', 'NBS_SOT666_6P_000'
PQ9116       -0.8346   -1.4755  270.0  B3   (B)  'NBS_DFN_6P_021', 'NBS_DFN_6P_021'
Q0501        -0.6345    0.8495    0.0  B2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q1601        -0.7745    1.9135  270.0  B2   (B)  'NBS_SOT23_3P_020', 'NBS_SOT23_3P_020'
Q2101        -0.5646    0.6045  180.0  B2   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q2201        -0.4995    1.2395   90.0  B2   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q2401        -1.1995   -0.4255  270.0  B3   (B)  'NBS_SOT23_3P_007', 'NBS_SOT23_3P_007'
Q2501        -0.7096   -0.1955  270.0  B3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q2801        -0.3196    1.1435  180.0  B2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q2802        -0.3296    1.2895  270.0  B2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q3001        -0.6795   -3.7755    0.0  B4   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q3101        -0.3595    0.6545  270.0  B2   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q3107        -1.6296   -2.3655    0.0  B4   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q3109        -1.7796   -2.3655    0.0  B4   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q3201        -3.2796    0.6145    0.0  A2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q3202        -3.3946    0.5995  270.0  A2   (T)  'NBS_SOT23_3P_001_B', 'NBS_SOT23_3P_001_B'
Q3203        -0.5085   -3.8675  270.0  B4   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q3204        -0.5525   -3.9270  270.0  B4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q3304        -3.5345    3.5395   90.0  A1   (T)  'NBS_SOIC_6P_003', 'NBS_SOIC_6P_003'
Q4601        -3.4870    2.8345    0.0  A1   (B)  'NBS_SOT89_3P_000', 'NBS_SOT89_3P_000'
Q4602        -4.7446    2.8345    0.0  A1   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q4701        -3.4446    3.7945    0.0  A1   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q4901        -1.8496    3.5495  270.0  B1   (B)  'NBS_SOT23_3P_007', 'NBS_SOT23_3P_007'
Q4902        -2.1646    3.2825  180.0  B1   (B)  'NBS_SOT23_3P_018', 'NBS_SOT23_3P_018'
Q4903        -2.4596    3.6295   90.0  B1   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q4904        -2.3596    3.4195  180.0  B1   (B)  'NBS_SOT23_3P_007', 'NBS_SOT23_3P_007'
Q5101        -1.7850   -3.8462    0.0  B4   (T)  'NBS_POWERPAK_5P_011_B', 'NBS_POWERPAK_5P_011_B'
Q5102        -1.8396   -3.8555  270.0  B4   (B)  'NBS_SOT23_3P_007', 'NBS_SOT23_3P_007'
Q5301        -0.6795   -3.3705   90.0  B4   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q5501        -1.0086    3.2045   90.0  B1   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5701        -1.6995   -3.7055    0.0  B4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5702        -1.1245   -2.6155    0.0  B4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5704        -3.2921    0.4175  270.0  A2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5705        -0.6845   -3.5605    0.0  B4   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5706        -0.5820    1.9470  180.0  B2   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5708        -3.4876    0.3165   90.0  A2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5709        -5.1895   -0.7355  180.0  A3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5710        -3.3895    0.8295    0.0  A2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5850        -0.5221   -3.6445   90.0  B4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q6602        -2.4044   -3.5205  180.0  B4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q6603        -2.5095   -3.4855  270.0  B4   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q6701        -4.8095    2.3245    0.0  A1   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q7601        -5.1086    0.8205  180.0  A2   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7602        -5.1196    0.6365  180.0  A2   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7603        -5.0746   -0.6555  180.0  A3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7604        -5.0746   -0.5255  180.0  A3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7608        -4.5145   -1.0305   90.0  A3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7701        -4.7566   -0.9563  180.0  A3   (T)  'NBS_SOIC_6P_002', 'NBS_SOIC_6P_002'
Q7702        -4.7996   -1.2355  180.0  A3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7703        -4.9046   -1.1005  180.0  A3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q7704        -4.1950    1.6902    0.0  A2   (B)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
Q7705        -3.5378    0.0859   90.0  A2   (B)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
Q7706        -5.1646   -0.0105    0.0  A3   (B)  'NBS_SOT23_3P_001', 'NBS_SOT23_3P_001'
Q7707        -5.1596    0.1195    0.0  A2   (B)  'NBS_SOT23_3P_007', 'NBS_SOT23_3P_007'
Q7708        -4.1996   -0.8905  270.0  A3   (T)  'NBS_SOT23_3P_001_B', 'NBS_SOT23_3P_001_B'
Q7709        -4.0695   -0.8905  270.0  A3   (T)  'NBS_SOT23_3P_007_B', 'NBS_SOT23_3P_007_B'
Q7710        -5.0595   -1.0105   90.0  A3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q7711        -4.9656   -0.1285    0.0  A3   (T)  'NBS_SOIC_6P_002', 'NBS_SOIC_6P_002'
Q7712        -4.8495   -0.8155  270.0  A3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
BAT2201      -0.5602   -1.4995  180.0  B3   (T)  'NBS_WTOB_2P_000C', 'NBS_WTOB_2P_000C'
CN3101       -0.2145   -1.0955   90.0  B3   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3102       -0.2145   -0.6405   90.0  B3   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
